date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:02:13	82647/82647	---M-Z	200	added ('OK')	text/html	etag:%22142d7-5fcf7f465fec0-gzip%22	https://caketheme.com/html/mojuri/index7.html	D:/Downloads/Sliver_Ring/caketheme.com/html/mojuri/index7.html	(from )
18:02:14	134/134	---M-Z	200	added ('OK')	text/plain	etag:%22b5-5f6660693cd40-gzip%22	https://caketheme.com/robots.txt		(from )
18:02:14	12059/12059	---M--	200	added ('OK')	image/png	etag:%222f1b-5fcd6828c7fc0%22	https://caketheme.com/html/mojuri/media/favicon.png	D:/Downloads/Sliver_Ring/caketheme.com/html/mojuri/media/favicon.png	(from https://caketheme.com/html/mojuri/index7.html)
18:02:14	61634/61634	---M-Z	200	added ('OK')	text/css	etag:%22f0c2-5fcd6868ad680-gzip%22	https://caketheme.com/html/mojuri/libs/bootstrap/css/bootstrap.min.css	D:/Downloads/Sliver_Ring/caketheme.com/html/mojuri/libs/bootstrap/css/bootstrap.min.css	(from https://caketheme.com/html/mojuri/index7.html)
18:02:15	13657/13657	---M-Z	200	added ('OK')	text/css	etag:%223559-5fcd687f90c80-gzip%22	https://caketheme.com/html/mojuri/libs/feather-font/css/iconfont.css	D:/Downloads/Sliver_Ring/caketheme.com/html/mojuri/libs/feather-font/css/iconfont.css	(from https://caketheme.com/html/mojuri/index7.html)
18:02:15	1644/1644	---M-Z	200	added ('OK')	text/css	etag:%2266c-5fcd687bc0380-gzip%22	https://caketheme.com/html/mojuri/libs/icomoon-font/css/icomoon.css	D:/Downloads/Sliver_Ring/caketheme.com/html/mojuri/libs/icomoon-font/css/icomoon.css	(from https://caketheme.com/html/mojuri/index7.html)
18:02:15	38669/38669	---M-Z	200	added ('OK')	text/css	etag:%22970d-5fcd688bf69c0-gzip%22	https://caketheme.com/html/mojuri/libs/font-awesome/css/font-awesome.css	D:/Downloads/Sliver_Ring/caketheme.com/html/mojuri/libs/font-awesome/css/font-awesome.css	(from https://caketheme.com/html/mojuri/index7.html)
18:02:15	2301/2301	---M-Z	200	added ('OK')	text/css	etag:%228fd-5fcd68741f180-gzip%22	https://caketheme.com/html/mojuri/libs/wpbingofont/css/wpbingofont.css	D:/Downloads/Sliver_Ring/caketheme.com/html/mojuri/libs/wpbingofont/css/wpbingofont.css	(from https://caketheme.com/html/mojuri/index7.html)
18:02:16	24661/24661	---M-Z	200	added ('OK')	text/css	etag:%226055-5fcd686f5a640-gzip%22	https://caketheme.com/html/mojuri/libs/elegant-icons/css/elegant.css	D:/Downloads/Sliver_Ring/caketheme.com/html/mojuri/libs/elegant-icons/css/elegant.css	(from https://caketheme.com/html/mojuri/index7.html)
18:02:16	1776/1776	---M-Z	200	added ('OK')	text/css	etag:%226f0-5fcd686a95b00-gzip%22	https://caketheme.com/html/mojuri/libs/slick/css/slick.css	D:/Downloads/Sliver_Ring/caketheme.com/html/mojuri/libs/slick/css/slick.css	(from https://caketheme.com/html/mojuri/index7.html)
